,id,category,original_text,simple_text,source,collector,preprocessing_text
254,255,식사,균형 잡힌 식사로 좋은 영양 상태를 유지하는 것이 중요합니다.,여러 가지 음식을 골고루 먹으면 몸이 튼튼해져요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,균형 잡히 식사 좋 영양 상태 유지 중요
255,256,식사,"충분한 열량과 단백질, 비타민 및 무기질을 공급할 수 있도록 다양한 음식을 포함하는 균형 잡힌 식사를 하십시오.","고기랑 콩, 야채, 과일을 같이 먹으면 몸에 힘이 생겨요.",https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,충분 열량 단백질 비타민 및 무기질 공급 있 도록 다양 음식 포함 균형 잡히 식사 시
256,257,운동,"수술 후 운동요법의 시기는 수술부위 및 범위, 방법에 따라 조금씩 다를 수 있습니다.",수술한 곳이 어디고 얼마나 했는지에 따라 운동 시작하는 날이 달라요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,수술 후 운동 요법 시기 수술 부위 및 범위 방법 조금 씩 다르 있
257,258,운동,운동요법의 시작 시기와 방법은 담당의사의 지시에 따라야 합니다.,운동을 언제 어떻게 할지는 의사 선생님이 알려주는 대로 하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,운동 요법 시작 시기 방법 담당 의사 지시
258,259,운동,운동은 수술 부위의 관절이 굳는 것을 막기 위해 관절운동범위를 크게 하는 운동과 근육의 약화를 방지하기 위한 근육강화 운동이 필요합니다.,몸이 뻣뻣해지지 않고 힘이 빠지지 않게 팔이나 다리를 크게 움직이고 힘주는 운동을 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,운동 수술 부위 관절 굳 막 관절 운동 범위 크 운동 근육 약화 방지 근육 강화 운동 필요
259,260,운동,수술 부위와 방법에 따라 허벅지 근육이나 팔의 근육강화 운동 등이 필요하며 가능한 조기에 시작하는 것이 좋으나 담당의사와 상의하여 시작 시기를 결정해야 합니다.,다리나 팔에 힘주는 운동을 빨리 시작하면 좋지만 꼭 의사 선생님과 먼저 얘기해야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,수술 부위 방법 허벅지 근육 이나 팔 근육 강화 운동 필요 가능 조기 시작 좋 으나 담당 의사 상의 시작 시기 결정
260,261,운동,수술 받은 부위의 운동요법 뿐만 아니라 수술 받지 않은 부위도 운동요법을 하여 장기간의 입원으로 인한 근력의 약화를 방지해야 합니다.,아프지 않은 부위도 같이 운동하면 병원에 오래 있어도 힘이 약해지지 않아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,수술 받 부위 운동 요법 뿐 수술 받 부위 운동 요법 장기간 입원 인하 근력 약화 방지
261,262,목욕 및 샤워,"샤워는 실밥제거 후 2일 후에 수술 상처 부위 감염증상(발열, 발적,누런 분비물, 통증 등)이 없을 경우에 가능합니다.",실밥 뺀 지 이틀 지나고 상처가 빨갛거나 아프지 않으면 씻어도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,샤워 실밥 제거 후 후 수술 상처 부위 감염 증상 발열 발 누렇 분비물 통증 경우 가능
262,263,목욕 및 샤워,통목욕은 실밥제거 후 4주 후에 가능합니다.,물에 푹 담그는 목욕은 실밥 뺀 지 한 달 뒤에 할 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,통 목욕 실밥 제거 후 주 후 가능
263,264,상처 관리,통상적으로 수술 후 2주 후에 실밥제거를 합니다.,보통 수술하고 2주쯤 지나면 실밥을 빼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,통상 수술 후 주 후 실밥 제거
264,265,상처 관리,실밥제거 후2일 후에는 소독된 부착물을 제거해도 됩니다.,실밥 뺀 지 이틀 지나면 붙인 거 떼도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,실밥 제거 후 후 소독 부착물 제거 어도
265,266,상처 관리,수술 상처 감염 증상을 동반하지 않고치유가 잘 되었다면 더 이상의 상처 치료는 필요하지 않습니다.,상처에 이상이 없고 잘 낫고 있으면 치료 더 안 해도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,수술 상처 감염 증상 동반 치유 잘 다면 이상 상처 치료 필요
266,267,상처 관리,"수술 상처 부위 감각이상이있을 수 있으며, 시간이 경과함에 따라 호전됩니다.",상처 근처가 이상한 느낌이 날 수 있지만 시간이 지나면 괜찮아져요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,수술 상처 부위 감각 이상 있 으며 시간 경과 ᆷ 호전
267,268,통증 관리,"수술 후 2~3개월 이상 수술부위의 통증이 있을 수 있으며, 이것은 처방받은 경구 진통제로 완화될 수 있습니다.",수술한 데가 몇 달 동안 아플 수 있지만 약 먹으면 괜찮아져요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,수술 후 개월 이상 수술 부위 통증 있 으며 이것 처방 받 경구 진통제 완화 있
268,269,통증 관리,통증이 잘 조절되던 중에 갑작스럽게 발생하는 돌발성 통증이 있다면 감염이나 다른 문제가 발생하였을 가능성이 있을 수 있으므로 병원으로 문의 하십시오.,갑자기 아프고 참기 힘들면 문제가 생긴 걸 수 있으니 병원에 꼭 물어보세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,통증 잘 조절 갑작스럽 발생 돌발 통증 다면 감염 이나 다른 문제 발생 가능 있 으므로 병원 문의 시
269,270,일상생활,"청소, 세탁, 요리 등 가사활동의 시작 시기는 수술 부위, 방법 등에 따라 다르므로 담당의사의 지시를 따라야 합니다.",청소나 요리는 언제 해도 되는지 의사 선생님한테 꼭 물어보세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,청소 세탁 요리 가사 활동 시작 시기 수술 부위 방법 다르 므로 담당 의사 지시
270,271,일상생활,피로를 느끼면 바로 휴식하는 것이 좋습니다.,피곤하면 바로 쉬세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,피로 느끼 바로 휴식 좋
271,272,일상생활,담당의사의 지시를 따라야 합니다.,의사 선생님 말대로 하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,담당 의사 지시
272,273,일상생활,"직장에 복귀한 후에는 서서히 활동 시간을 늘려 나가고, 업무량을 조절하여 처음부터 무리하지 않도록 합니다.",회사에 다시 나가면 일을 너무 많이 하지 말고 천천히 늘려가요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,직장 복귀 후 서서히 활동 시간 늘리 나가 업무 량 조절 처음 무리 도록
273,274,일상생활,"보행 및 운전:보행 시작 시기, 보행 방법, 운전 시작 시기는 수술 부위, 방법 등에 따라 다르므로 담당의사의 지시를 따라야 합니다.",걷기나 운전은 언제부터 해도 되는지 의사 선생님이 알려줘요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,보행 및 운전 보행 시작 시기 보행 방법 운전 시작 시기 수술 부위 방법 다르 므로 담당 의사 지시
274,275,일상생활,비행기 탑승:공항 검색대에 미리 말하면 간단한 신체검사 후 탑승이 가능합니다.,비행기 탈 때는 몸에 뭐 있다고 미리 말하면 검사하고 탈 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,비행기 탑승 공항 검색대 미리 간단 신체검사 후 탑승 가능
275,276,일상생활,장거리 여행은 관절에 무리가 있을 수 있으므로 여행 중간에 적당한 휴식을 취하도록 합니다.,멀리 여행 갈 땐 다리가 아플 수 있으니 중간중간 쉬세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,장거리 여행 관절 무리 있 으므로 여행 중간 적당 휴식 취하 도록
276,277,병원 방문,"수술 부위의 갑작스러운 통증, 발열, 분비물, 발적, 부종 등의 증상이 있으면 병원으로 문의 하십시오.",수술한 데가 갑자기 아프거나 열이 나면 병원에 전화하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,수술 부위 갑작스럽 통증 발열 분비물 발 부종 증상 으면 병원 문의 시
277,278,주의사항,"인공삽입물을 가지고 있는 경우에는 자기공명영상(MRI) 검사, 공항의 금속 탐지기, 고압전류, 강한 자력을 피해야 합니다.",몸에 기계 같은 게 있으면 병원의 큰 기계나 공항 기계는 조심해야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,인공 삽입 물 가지 경우 자기 공명 영상 검사 공항 금속 탐지기 고압 전류 강하 자력 피하
278,279,주의사항,넘어지거나 미끄러져서 관절에 충격을 받으면 수술 부위가 손상되기 때문에 즉시 가까운 병원을 방문하여 이상 유무를 확인해야 합니다.,넘어져서 수술한 데가 아프면 바로 병원 가서 괜찮은지 봐야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3598,김하영,넘어지 거나 미끄러지 관절 충격 받 으면 수술 부위 손상 즉시 가깝 병원 방문 이상 유무 확인
279,280,식사,제한하는 음식은 없으므로골고루식사하십시오.,못 먹는 음식은 없어요. 이것저것 골고루 먹으세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3602,김하영,제한 음식 으므로 골고루 식사 시
280,281,식사,혈뇨가 있을 때는 소변을 희석하여 잘 배출하기 위해 하루 1-1.5L 정도의 수분을 섭취하십시오.,오줌에 피가 나오면 물을 하루에 1~1.5리터 정도 많이 마시세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3602,김하영,혈뇨 소변 희석 잘 배출 하루 정도 수분 섭취 시
281,282,운동,"일주일 동안은 자전거 타기, 무거운 물건 들기 같은 심한 운동은 삼가 하십시오.",일주일 동안은 심한 운동을 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3602,김하영,일주일 동안 자전거 타 무겁 물건 들 심하 운동 삼가 시
282,283,목욕 및 샤워,퇴원 후 바로 가능합니다.,집에 가면 바로 해도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3602,김하영,퇴원 후 바로 가능
283,284,병원 방문,"검사 후 7일간은 대변, 소변, 정액을 통해 혈액이 나올 수 있습니다.","검사하고 일주일 동안 똥, 오줌, 정액에 피가 나올 수 있어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3602,김하영,검사 후 일간 대변 소변 정액 혈액 나오 있
284,285,병원 방문,"출혈이 심해지거나, 소변이 나오지 않거나, 갑자기 발열, 오한이 생기면 비뇨기과 의사와 상담하거나가까운 병원이나 응급실을 방문하도록 합니다.",피가 많이 나거나 오줌이 안 나오고 열이 나면 병원에 가세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3602,김하영,출혈 심하 거나 소변 나오 거나 갑자기 발열 오한 생기 비뇨기과 의사 상담 거나 가깝 병원 이나 응급실 방문 도록
285,286,식사,수술 후 정상적인 식사를 하는 데 걸리는 기간은약3개월입니다.,밥을 잘 먹게 되려면 3달쯤 걸려요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,수술 후 정상 식사 데 걸리 기간 약 개월
286,287,식사,"이 기간에는 수술로 인한 체력과 상처회복을 위해단백질(고기, 생선, 콩/두부 등)과 비타민 C(과일, 익힌 야채)를 많이 드십시오.","몸을 낫게 하려면 고기나 콩, 과일 같은 걸 많이 먹어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,기간 수술 인하 체력 상처 회복 단백질 고기 생선 콩 두부 비타민 과일 익히 야채 많이 들 시
287,288,식사,"건강보조식품(홍삼, 상황버섯 등)은 간에 부담을 줄 수 있으므로 삼갑니다.",홍삼이나 버섯 약은 간에 무리가 가니까 먹지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,건강 보조 식품 홍삼 상황버섯 간 부담 주 있 으므로 삼가
288,289,식사,췌장수술 시 담낭이 같이 제거됩니다.,췌장을 수술할 때 담낭도 같이 떼어내요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,췌장 수술 시 담낭 같이 제거
289,290,식사,"담낭의 담즙은 기름진 음식의 소화를 돕는 역할을 하므로,수술 후 약 2개월 동안은 기름진 음식과 고기를 한꺼번에 많이 드시면 식사 후 더부룩할 수 있기 때문에 소량씩 드십시오.",기름진 음식이나 고기를 한꺼번에 많이 먹으면 배가 더부룩할 수 있으니 조금씩 나눠서 드세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,담낭 담즙 기름지 음식 소화 돕 역할 므로 수술 후 약 개월 동안 기름지 음식 고기 한꺼번에 많이 드시 식사 후 더부룩 있 소량 씩 들 시
290,291,식사,소화가 잘 안 된다고 느낄 때에는 소화제를 복용하고 식사는 평상시의 반 정도로 양을 줄이고 하루에 여러 번 나누어 드십시오.,"음식을 먹고 배가 불편하면 소화제를 먹고, 밥 양을 줄여서 여러 번 나눠 먹으세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,소화 잘 안 ᆫ다고 느끼 소화제 복용 식사 평상시 반 정도 양 줄이 하루 여러 번 나누 들 시
291,292,식사,"회복 후 골고루섭취하시되,고지방 및육류식등 기름진 음식과 튀기거나 구운 음식은 적게 드시고, 신선한 과일, 식물성 단백질(콩, 두부) 등을 많이드십시오.","회복이 되면 여러 가지 음식을 골고루 먹되, 기름진 음식은 조금만 먹고 과일이나 두부 같은 음식을 많이 드세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,회복 후 골고루 섭취 시 되 고 지방 및 육류 식 기름지 음식 튀기 거나 굽 음식 적 드시 신선 과일 식물 단백질 콩 두부 많이 들 시
292,293,식사,"담배, 술은삼가십시오.",담배나 술은 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,담배 술 삼가 시
293,294,식사,위장의 일부를 절제한 경우는 위절제술 후의 식사요법을 참고하십시오.,위를 잘랐다면 위 수술 후 식사 방법을 따르세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,위장 일부 절제 경우 위절제술 후 식사 요법 참고 시
294,295,식사,췌장을 전부 절제한 경우에는 혈당 조절이 안 될 수 있어 당뇨식이요법이 필요합니다.,췌장을 다 잘라냈다면 피 속 당 조절이 어려우니 당뇨병 식사 방법을 따라야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,췌장 전부 절제 경우 혈당 조절 안 있 당뇨 식이 요법 필요
295,296,운동,장이 유착되지 않도록 걷기운동을 하십시오.,배 속이 달라붙지 않게 걷는 운동을 하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,장 유착 도록 걷 운동 시
296,297,운동,과격한 운동은 피함.,힘든 운동은 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,과격 운동 피하
297,298,목욕 및 샤워,샤워는 수술부위 실밥 제거 후 상처에 문제가 없으면 다음 날부터 가능합니다.,실밥을 빼고 상처에 문제가 없으면 그 다음 날부터 씻을 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,샤워 수술 부위 실밥 제거 후 상처 문제 으면 다음 날 가능
298,299,목욕 및 샤워,통목욕은 대체로 1개월 후부터 가능합니다.,몸을 다 담그는 목욕은 한 달 지나서 할 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,통 목욕 대체로 개월 후 가능
299,300,상처 관리,실밥제거 후 수술상처에 특별한 문제가 없다면 더 이상의 치료가필요 없습니다.,실밥 뺀 뒤 상처에 문제가 없으면 치료를 더 안 해도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,실밥 제거 후 수술 상처 특별 문제 다면 이상 치료 필요
300,301,상처 관리,상처가 벌어지거나 붉게 변하고 통증이 있으면 병원에 연락 주십시오.,상처가 벌어지거나 빨개지고 아프면 병원에 말하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,상처 벌어지 거나 붉 변하 통증 있 으면 병원 연락 주 시
301,302,통증 관리,당기는 듯한 느낌은정상적인증상입니다.,당기는 느낌이 있어도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,당기 듯 느낌 정상 증상
302,303,통증 관리,"콕콕 쑤시거나 쥐어짜는 듯한 통증이 지속되거나 발열, 혈압저하, 빈맥 등의 다른 증상이 동반될 경우 장 폐쇄와 염증, 출혈을 확인하여야 하므로 병원에 연락주십시오.",콕콕 아프거나 쥐어짜는 느낌이 계속되고 열이 나거나 맥박이 빠르면 병원에 가서 확인해야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,콕콕 쑤시 거나 쥐어짜 듯 통증 지속 거나 발열 혈압 저하 빈맥 다른 증상 동반 경우 장 폐쇄 염증 출혈 확인 므로 병원 연락 주 시
303,304,일상생활,"청소, 세탁, 요리 등 가벼운 가사활동은 2주 후부터 가능합니다.",설거지나 빨래 같은 일은 2주가 지나면 해도 돼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,청소 세탁 요리 가볍 가사 활동 주 후 가능
304,305,일상생활,"퇴원 후 서서히 활동시간을 늘려 나가면보통 사무실 근무는 퇴원 1개월 후, 육체노동은 3개월 후 직장에 복귀할 수 있습니다.","앉아서 일하는 건 한 달 뒤, 힘쓰는 일은 세 달 뒤에 다시 할 수 있어요.",https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,퇴원 후 서서히 활동 시간 늘리 나가 보통 사무실 근무 퇴원 개월 후 육체노동 개월 후 직장 복귀 있
305,306,일상생활,업무량을 조절하여 처음부터 무리하지 않도록 합니다.,일은 처음엔 조금씩 하세요. 너무 무리하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,업무 량 조절 처음 무리 도록
306,307,일상생활,방사선 또는 항암치료 중에는 별도의 의사지시를 따르십시오.,치료 중일 땐 의사 선생님이 시키는 대로 하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,방사선 또는 항암 치료 별도 의사 지시 시
307,308,일상생활,"대부분 퇴원 1개월 이후부터 가능하나, 퇴원 후 첫 번째 외래에서 상태를 확인한 후 결정됩니다.","보통은 퇴원하고 한 달 지나면 할 수 있는데, 병원 가서 괜찮은지 확인하고 결정해요.",https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,대부분 퇴원 개월 이후 가능 나 퇴원 후 첫 번 째 외래 상태 확인 후 결정
308,309,병원 방문,"출혈, 복통, 급성고열(38°C이상) 등의 증상이 있으면 병동에 문의하신 후가까운 병원이나 응급실을 방문하십시오.",피가 나거나 배가 아프거나 열이 많이 나면 병원에 바로 가세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,출혈 복통 급성 고열 이상 증상 있 으면 병동 문의 시 후 가깝 병원 이나 응급실 방문 시
309,310,주의사항,췌장액 배액관(P-tube)을 지닌 경우는 수술 후 약 4주간 배액관의 유지가 필요합니다.,배에 달린 관은 수술하고 나서 4주 정도 계속 달고 있어야 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,췌장 액 배 액 관 지니 경우 수술 후 약 주간 배액관 유지 필요
310,311,주의사항,따라서 대부분 퇴원 시 배액관을 가지고 퇴원하게 되며 퇴원 후 첫 번째 혹은 두 번째 외래  방문 시 배액관을 제거합니다.,병원에서 나올 때 관을 달고 나온 다음에 병원에 다시 갈 때 관을 빼요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,따라서 대부분 퇴원 시 배 액 관 가지 퇴원 퇴원 후 첫 번 째 혹은 두 번 째 외래 방문 시 배 액 관 제거
311,312,주의사항,췌장액 배액관이나 기타 배액관을가지고 퇴원하는 경우 배액주머니가 배꼽보다 낮게 위치하도록 해주십시오.,주머니는 배꼽보다 아래에 두세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,췌장 액 배 액 관 이나 기타 배 액 관 가지 퇴원 경우 배 액 주머니 배꼽 보다 낮 위치 도록 시
312,313,주의사항,배액량을 매일 일정시간에 기록합니다.,주머니에서 나온 양을 매일 같은 시간에 적어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,배 액 량 매일 일정 시간 기록
313,314,주의사항,"배액량이 갑자기 줄거나 없을 경우에는 배액관이 꼬이거나 꺾였는지 확인하고, 그래도 배액 되지 않으면 병동으로 즉시 연락 주십시오.","나오는 양이 갑자기 적어지면 관이 꺾였는지 보고, 그래도 안 나오면 병원에 바로 전화하세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,배 액 량 갑자기 줄 거나 경우 배액관 꼬이 거나 꺾이 는지 확인 그렇 어도 배액 으면 병동 즉시 연락 주 시
314,315,주의사항,분비물 색깔이나 양상을 관찰하여 색깔이 탁해지고 악취가 나는 경우에 감염이 의심되므로병동으로 즉시 연락 주십시오.,나오는 액체 색이 흐리거나 냄새가 심하면 병원에 바로 연락하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3603,김하영,분비물 색깔 이나 양상 관찰 색깔 탁하 악취 나 경우 감염 의심 므로 병동 즉시 연락 주 시
315,316,식사,상처가 아물기 전까지는 수술한 쪽으로 음식을 먹지 않도록 하며 빨대를 사용하는 경우에는 수술부위 반대편으로 식사를 합니다.,"상처가 다 나을 때까지는 아픈 쪽으로 먹지 말고, 빨대를 쓸때는 아픈 쪽의 반대쪽으로 쓰세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,상처 아물 전 수술 쪽 음식 먹 도록 빨대 사용 경우 수술 부위 반대편 식사
316,317,식사,짜고 맵고 뜨거운 음식이나 탄산음료 등 자극적인 음식을 삼갑니다.,"짜거나 맵거나 뜨거운 음식, 탄산 음료는 먹지 마세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,짜 맵 뜨겁 음식 이나 탄산음료 자극 음식 삼가
317,318,운동,가벼운 걷기 정도의 운동은 가능하나 무리한 운동은 삼갑니다.,살살 걷는 건 괜찮지만 힘든 운동은 하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,가볍 걷 정도 운동 가능 나 무리 운동 삼가
318,319,상처 관리,"상처가 아물기 전까지는 식사 후 맑은 물로 입 안을 헹구고 베타딘, 헥사메딘 등 구강 함수액을 하루 총 4~6회 정도 1회 15cc를 1분간 물고 있다 뱉으면 됩니다.","밥 먹고 나서 입을 맑은 물로 헹구고 약물로 가글은 하루에 4-6번, 1분 동안 해요.",https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,상처 아물 전 식사 후 맑 물 입 안 헹구 베타딘 헥사메딘 구강 함수 액 하루 총 회 정도 회 분간 물 뱉 으면
319,320,통증 관리,보통 수술 후 통증은 서서히 호전됩니다.,수술하고 나서 아픈 건 점점 괜찮아져요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,보통 수술 후 통증 서서히 호전
320,321,통증 관리,심한 통증이 지속 되거나 발열 등의 증상이 동반 될 경우 병원으로 문의 하십시오.,계속 아프거나 열이 나면 병원에 연락하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,심 통증 지속 거나 발열 증상 동반 경우 병원 문의 시
321,322,일상생활,"퇴원 후 무리한 일이 아니면 청소, 세탁, 요리 등 가벼운 가사활동은 가능합니다.",집안일은 너무 무리하지 않으면 해도 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,퇴원 후 무리 청소 세탁 요리 가볍 가사 활동 가능
322,323,일상생활,퇴원 후 개인의 회복 정도에 따라 다르나 가벼운 업무는 가능합니다.,회복이 빠르면 쉬운 일은 할 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,퇴원 후 개인 회복 정도 다르 나 가볍 업무 가능
323,324,일상생활,제한은 없으며 무리하지 않도록 합니다.,무리하지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,제한 으며 무리 도록
324,325,일상생활,여행 및 비행기탑승: 제한은 없으며 무리하지 않도록 합니다.,"비행기를 타는건 괜찮아요. 단, 무리하지 마세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,여행 및 비행기 탑승 제한 으며 무리 도록
325,326,병원 방문,"열이 나거나 수술부위의 심한 통증, 부종, 발적, 혈종, 출혈 등이 있는 경우 병원으로 문의 하십시오.",열이 나거나 상처가 많이 아프고 붓고 피가 나면 병원에 연락하세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,열 나 거나 수술 부위 심하 통증 부종 발 혈종 출혈 경우 병원 문의 시
326,327,주의사항,"외래 방문 시 수술 검체의 조직검사 결과에 따라 일부 환자의 경우 방사선치료나 항암화학요법이 필요하며 방사선 종양센터, 종양내과센터 외래를 방문하여 시행합니다.",검사 결과에 따라 치료가 더 필요하면 병원에서 방사선이나 항암치료를 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,외래 방문 시 수술 검체 조직 검사 결과 일부 환자 경우 방사선 치료 나 항암 화학 요법 필요 방사선 종양 센터 종양 내과 센터 외래 방문 시행
327,328,주의사항,암의 경우 재발로 인해 발생할 수 있는 증상을 알고 있는 것이 바람직합니다.,암이 다시 생길 수 있으니 미리 증상을 알아두는 게 좋아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,암 경우 재 발 인하 발생 있 증상 알 바람직하
328,329,주의사항,"목에 멍울이 만져진다거나, 혀에 궤양, 딱딱한 덩어리 등이 만져질 경우 외래 진료를 빨리 받는 것이 좋습니다.",목에 혹이 만져지거나 혀에 딱딱한게 생기면 병원에 빨리 가세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3606,김하영,목 멍울 만지 ᆫ다 거나 혀 궤양 딱딱하 덩어리 만지 경우 외래 진료 빨리 받 좋
329,330,식사,레빈튜브(Levin-tube; 경관 영양을 위해 코로 연결 된 튜브)를 가지고 퇴원하는 경우는다음 외래에서 지시가 있을 때까지튜브를 통해처방대로 미음을 섭취하시기 바랍니다.,"코에 연결된 관이 있다면, 병원에서 정해준 대로 관으로 죽을 드세요.",https://www.snuh.org/board/B016/view.do?bbs_no=3607,김하영,레빈 튜브 경관 영양 코 연결 튜브 가지 퇴원 경우 다음 외래 지시 튜브 처방 대로 미음 섭취 시 바라
330,331,식사,경구섭취 가능한 경우에는 특별한식이제한은 없습니다.,입으로 음식을 먹을 수 있으면 먹지 못하는 음식은 따로 없어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3607,김하영,경구 섭취 가능 경우 특별 식이 제한
331,332,식사,섬유질과비타민이포함된채소와 과일과 함께 적절한 영양관리로 음식섭취를 충분히하십시오.,야채와 과일도 같이 먹으면서 몸에 좋은 걸 많이 드세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3607,김하영,섬유질 비타민 포함 채소 과일 함께 적절 영양 관리 음식 섭취 충분히 시
332,333,운동,"지나치게 무거운 물건 들기, 목 부분에 과도한 스트레칭이나 과격한 운동은 삼갑니다.",무거운 물건을 들거나 목을 심하게 움직이지 마세요.,https://www.snuh.org/board/B016/view.do?bbs_no=3607,김하영,지나치 무겁 물건 기 목 부분 과도 스트레칭 이나 과격 운동 삼가
333,334,운동,가벼운 운동 및 산책 등 일상생활에서의 움직임은 제한이 없습니다.,가볍게 걷거나 움직이는 건 괜찮아요.,https://www.snuh.org/board/B016/view.do?bbs_no=3607,김하영,가볍 운동 및 산책 일상생활 움직임 제한
334,335,목욕 및 샤워,수술부위가 덜 아물었을 경우에는 물이 닿지 않도록 합니다.,상처가 아직 다 안 나았으면 물이 닿지 않게 해요.,https://www.snuh.org/board/B016/view.do?bbs_no=3607,김하영,수술 부위 덜 아물 경우 물 닿 도록
335,336,목욕 및 샤워,샤워는 실밥 제거 후 하루(24시간)정도 지나면 가능합니다.,실밥을 빼고 하루 지나면 씻을 수 있어요.,https://www.snuh.org/board/B016/view.do?bbs_no=3607,김하영,샤워 실밥 제거 후 하루 시간 정도 지나 가능
